Table 1,Offender Count,Ethnicity,Age Group,Police District
1 Age Ethnicity Boundary,1,Maori,35-39,Central
1 Age Ethnicity Boundary,2,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,2,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,2,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,5-9,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,2,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,60-64,Central
1 Age Ethnicity Boundary,1,Maori,60-64,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,1,Maori,15-19,Central
1 Age Ethnicity Boundary,2,Maori,15-19,Central
1 Age Ethnicity Boundary,2,Maori,15-19,Central
1 Age Ethnicity Boundary,1,Maori,20-24,Central
1 Age Ethnicity Boundary,1,Maori,20-24,Central
1 Age Ethnicity Boundary,3,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,30-34,Central
1 Age Ethnicity Boundary,1,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,2,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,60-64,Central
1 Age Ethnicity Boundary,2,Maori,15-19,Central
1 Age Ethnicity Boundary,1,Maori,15-19,Central
1 Age Ethnicity Boundary,1,Maori,20-24,Central
1 Age Ethnicity Boundary,2,Maori,20-24,Central
1 Age Ethnicity Boundary,1,Maori,20-24,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Central
1 Age Ethnicity Boundary,3,Maori,25-29,Central
1 Age Ethnicity Boundary,2,Maori,30-34,Central
1 Age Ethnicity Boundary,2,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,60-64,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,60-64,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,70-74,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,4,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,5,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,5,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,7,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,5,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,7,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,20-24,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,5,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,4,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,4,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,5,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,3,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,60-64,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,60-64,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,60-64,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,65-69,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,65-69,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,10-14,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,25-29,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,45-49,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,50-54,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,2,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,4,Maori,15-19,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,30-34,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,35-39,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,40-44,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,55-59,Counties/Manukau
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,5,Maori,15-19,Eastern
1 Age Ethnicity Boundary,4,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,2,Maori,20-24,Eastern
1 Age Ethnicity Boundary,4,Maori,20-24,Eastern
1 Age Ethnicity Boundary,2,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,3,Maori,25-29,Eastern
1 Age Ethnicity Boundary,4,Maori,25-29,Eastern
1 Age Ethnicity Boundary,2,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,2,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,2,Maori,40-44,Eastern
1 Age Ethnicity Boundary,3,Maori,45-49,Eastern
1 Age Ethnicity Boundary,2,Maori,45-49,Eastern
1 Age Ethnicity Boundary,1,Maori,50-54,Eastern
1 Age Ethnicity Boundary,3,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,60-64,Eastern
1 Age Ethnicity Boundary,3,Maori,60-64,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,4,Maori,10-14,Eastern
1 Age Ethnicity Boundary,3,Maori,15-19,Eastern
1 Age Ethnicity Boundary,3,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,2,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,2,Maori,30-34,Eastern
1 Age Ethnicity Boundary,2,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,2,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,50-54,Eastern
1 Age Ethnicity Boundary,1,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,4,Maori,10-14,Eastern
1 Age Ethnicity Boundary,2,Maori,10-14,Eastern
1 Age Ethnicity Boundary,2,Maori,10-14,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,3,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,2,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,60-64,Eastern
1 Age Ethnicity Boundary,1,Maori,65-69,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,6,Maori,10-14,Eastern
1 Age Ethnicity Boundary,2,Maori,10-14,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,7,Maori,15-19,Eastern
1 Age Ethnicity Boundary,5,Maori,15-19,Eastern
1 Age Ethnicity Boundary,8,Maori,20-24,Eastern
1 Age Ethnicity Boundary,3,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,4,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,3,Maori,25-29,Eastern
1 Age Ethnicity Boundary,3,Maori,30-34,Eastern
1 Age Ethnicity Boundary,5,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,7,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,2,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,3,Maori,45-49,Eastern
1 Age Ethnicity Boundary,1,Maori,50-54,Eastern
1 Age Ethnicity Boundary,1,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,65-69,Eastern
1 Age Ethnicity Boundary,1,Maori,10-14,Eastern
1 Age Ethnicity Boundary,6,Maori,10-14,Eastern
1 Age Ethnicity Boundary,4,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,40-44,Eastern
1 Age Ethnicity Boundary,1,Maori,45-49,Eastern
1 Age Ethnicity Boundary,2,Maori,50-54,Eastern
1 Age Ethnicity Boundary,1,Maori,65-69,Eastern
1 Age Ethnicity Boundary,2,Maori,15-19,Eastern
1 Age Ethnicity Boundary,11,Maori,15-19,Eastern
1 Age Ethnicity Boundary,1,Maori,20-24,Eastern
1 Age Ethnicity Boundary,12,Maori,20-24,Eastern
1 Age Ethnicity Boundary,4,Maori,20-24,Eastern
1 Age Ethnicity Boundary,1,Maori,25-29,Eastern
1 Age Ethnicity Boundary,9,Maori,25-29,Eastern
1 Age Ethnicity Boundary,2,Maori,25-29,Eastern
1 Age Ethnicity Boundary,5,Maori,30-34,Eastern
1 Age Ethnicity Boundary,1,Maori,30-34,Eastern
1 Age Ethnicity Boundary,3,Maori,35-39,Eastern
1 Age Ethnicity Boundary,1,Maori,35-39,Eastern
1 Age Ethnicity Boundary,2,Maori,40-44,Eastern
1 Age Ethnicity Boundary,7,Maori,45-49,Eastern
1 Age Ethnicity Boundary,1,Maori,45-49,Eastern
1 Age Ethnicity Boundary,4,Maori,50-54,Eastern
1 Age Ethnicity Boundary,3,Maori,55-59,Eastern
1 Age Ethnicity Boundary,1,Maori,60-64,Eastern
1 Age Ethnicity Boundary,2,Maori,60-64,Eastern
1 Age Ethnicity Boundary,1,Maori,70-74,Eastern
1 Age Ethnicity Boundary,1,Maori,60-64,Northland
1 Age Ethnicity Boundary,1,Maori,10-14,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,25-29,Northland
1 Age Ethnicity Boundary,1,Maori,30-34,Northland
1 Age Ethnicity Boundary,3,Maori,30-34,Northland
1 Age Ethnicity Boundary,1,Maori,30-34,Northland
1 Age Ethnicity Boundary,4,Maori,30-34,Northland
1 Age Ethnicity Boundary,1,Maori,35-39,Northland
1 Age Ethnicity Boundary,1,Maori,35-39,Northland
1 Age Ethnicity Boundary,2,Maori,35-39,Northland
1 Age Ethnicity Boundary,2,Maori,35-39,Northland
1 Age Ethnicity Boundary,2,Maori,40-44,Northland
1 Age Ethnicity Boundary,1,Maori,45-49,Northland
1 Age Ethnicity Boundary,1,Maori,50-54,Northland
1 Age Ethnicity Boundary,1,Maori,50-54,Northland
1 Age Ethnicity Boundary,11,European,35-39,Canterbury
1 Age Ethnicity Boundary,1,European,35-39,Canterbury
1 Age Ethnicity Boundary,1,European,35-39,Canterbury
1 Age Ethnicity Boundary,2,European,40-44,Canterbury
1 Age Ethnicity Boundary,6,European,40-44,Canterbury
1 Age Ethnicity Boundary,1,European,40-44,Canterbury
1 Age Ethnicity Boundary,3,European,40-44,Canterbury
1 Age Ethnicity Boundary,1,European,40-44,Canterbury
1 Age Ethnicity Boundary,1,European,40-44,Canterbury
1 Age Ethnicity Boundary,1,European,45-49,Canterbury
1 Age Ethnicity Boundary,3,European,45-49,Canterbury
1 Age Ethnicity Boundary,1,European,45-49,Canterbury
1 Age Ethnicity Boundary,1,European,45-49,Canterbury
1 Age Ethnicity Boundary,1,European,45-49,Canterbury
1 Age Ethnicity Boundary,4,European,50-54,Canterbury
1 Age Ethnicity Boundary,1,European,50-54,Canterbury
1 Age Ethnicity Boundary,1,European,50-54,Canterbury
1 Age Ethnicity Boundary,2,European,50-54,Canterbury
1 Age Ethnicity Boundary,2,European,55-59,Canterbury
1 Age Ethnicity Boundary,1,European,55-59,Canterbury
1 Age Ethnicity Boundary,1,European,55-59,Canterbury
1 Age Ethnicity Boundary,5,European,60-64,Canterbury
1 Age Ethnicity Boundary,1,European,70-74,Canterbury
1 Age Ethnicity Boundary,1,European,75-79,Canterbury
1 Age Ethnicity Boundary,4,European,10-14,Canterbury
1 Age Ethnicity Boundary,2,European,10-14,Canterbury
1 Age Ethnicity Boundary,1,European,15-19,Canterbury
1 Age Ethnicity Boundary,1,European,20-24,Canterbury
1 Age Ethnicity Boundary,1,European,20-24,Canterbury
1 Age Ethnicity Boundary,1,European,25-29,Canterbury
1 Age Ethnicity Boundary,1,European,25-29,Canterbury
1 Age Ethnicity Boundary,1,European,25-29,Canterbury
1 Age Ethnicity Boundary,1,European,30-34,Canterbury
1 Age Ethnicity Boundary,1,European,30-34,Canterbury
1 Age Ethnicity Boundary,1,European,45-49,Canterbury
1 Age Ethnicity Boundary,1,European,45-49,Canterbury
1 Age Ethnicity Boundary,1,European,50-54,Canterbury
1 Age Ethnicity Boundary,1,European,55-59,Canterbury
1 Age Ethnicity Boundary,2,European,65-69,Canterbury
1 Age Ethnicity Boundary,2,European,15-19,Canterbury
1 Age Ethnicity Boundary,2,European,15-19,Canterbury
1 Age Ethnicity Boundary,1,European,20-24,Canterbury
1 Age Ethnicity Boundary,1,European,20-24,Canterbury
1 Age Ethnicity Boundary,1,European,25-29,Canterbury
1 Age Ethnicity Boundary,1,European,30-34,Canterbury
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,2,European,40-44,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,4,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,5,European,15-19,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,4,European,20-24,Central
1 Age Ethnicity Boundary,1,European,20-24,Central
1 Age Ethnicity Boundary,2,European,20-24,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,3,European,25-29,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,5,European,25-29,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,3,European,30-34,Central
1 Age Ethnicity Boundary,2,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,4,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,1,European,45-49,Central
1 Age Ethnicity Boundary,3,European,45-49,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,5,European,50-54,Central
1 Age Ethnicity Boundary,2,European,50-54,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,60-64,Central
1 Age Ethnicity Boundary,1,European,60-64,Central
1 Age Ethnicity Boundary,1,European,60-64,Central
1 Age Ethnicity Boundary,1,European,60-64,Central
1 Age Ethnicity Boundary,1,European,70-74,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,1,European,15-19,Central
1 Age Ethnicity Boundary,3,European,20-24,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,25-29,Central
1 Age Ethnicity Boundary,1,European,30-34,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,2,European,35-39,Central
1 Age Ethnicity Boundary,1,European,35-39,Central
1 Age Ethnicity Boundary,1,European,40-44,Central
1 Age Ethnicity Boundary,2,European,40-44,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,50-54,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,55-59,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
1 Age Ethnicity Boundary,2,European,10-14,Central
1 Age Ethnicity Boundary,1,European,10-14,Central
